,Unnamed: 0,Name,Record,Nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,weight number,WeightClass
150,150,Bruno Assis,8-4-0,Brunao,"6' 2""",185 lbs.,--,Orthodox,"May 23, 1992",1.27,0.43,3.2,0.36,2.0,0.5,0.66,1.0,185,Middleweight
151,151,Junior Assuncao,16-6-0,,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981",3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,145,Featherweight
152,152,Raphael Assuncao,27-8-0,,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",3.26,0.4,2.33,0.68,1.48,0.38,0.8,0.3,135,Bantamweight
153,153,Bazigit Atajev,17-1-0,Volk,"6' 1""",230 lbs.,--,Orthodox,--,0.87,0.41,3.14,0.49,1.0,0.33,0.0,0.0,230,Heavyweight
154,154,Rich Attonito,10-5-0,The Raging Bull,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977",2.28,0.47,2.13,0.59,0.74,0.37,0.75,0.0,170,Welterweight
155,155,Olivier Aubin-Mercier,11-5-0,The Canadian Gangster,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989",2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,155,Lightweight
156,156,Pat Audinwood,11-2-1,Awesomely Awesome,"6' 0""",155 lbs.,--,Orthodox,"Apr 16, 1986",1.17,0.12,4.31,0.41,0.8,0.5,0.0,0.0,155,Lightweight
157,157,Jose Augusto,NC),Gugu,"6' 3""",251 lbs.,--,,"Mar 28, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,Heavyweight
158,158,Marcus Aurelio,22-10-0,Maximus,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,155,Lightweight
159,159,David Avellan,2-1-0,,"5' 9""",185 lbs.,--,Orthodox,--,3.33,0.25,10.0,0.57,0.0,0.0,0.0,0.0,185,Middleweight
160,160,Blas Avena,NC),The Disciple,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 30, 1983",2.34,0.47,3.36,0.43,2.37,0.8,0.5,1.8,170,Welterweight
161,161,Levi Avera,18-15-0,,"6' 1""",170 lbs.,--,,"May 17, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
162,162,Anthony Avila,13-5-0,,"5' 7""",145 lbs.,--,,"Dec 29, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,Featherweight
163,163,Chris Avila,5-4-0,,"5' 10""",145 lbs.,--,Orthodox,"Jan 16, 1993",2.37,0.3,4.17,0.48,0.0,0.0,0.46,0.0,145,Featherweight
164,164,Julia Avila,8-2-0,Raging Panda,"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",3.1,0.41,2.9,0.54,0.49,0.5,0.6,0.0,135,Bantamweight
165,165,Saad Awad,20-9-0,Assassin,"5' 11""",155 lbs.,--,,"Jun 07, 1983",2.13,0.26,1.87,0.6,0.5,0.16,1.0,0.5,155,Lightweight
166,166,Javy Ayala,10-5-0,Eye Candy,"6' 1""",265 lbs.,--,,"Aug 20, 1988",0.83,0.25,5.0,0.33,0.0,0.0,0.0,0.0,265,Heavyweight
167,167,Jessin Ayari,16-6-0,,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",3.53,0.37,3.59,0.58,0.0,0.0,0.5,0.3,155,Lightweight
168,168,Abu Azaitar,NC),,"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986",3.2,0.37,1.27,0.57,1.0,1.0,0.25,0.0,185,Middleweight
169,169,Ottman Azaitar,13-0-0,Bulldozer,"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",8.43,0.57,1.76,0.67,0.0,0.0,1.0,0.0,155,Lightweight
170,170,Luiz Azeredo,15-10-0,,"5' 9""",154 lbs.,--,Orthodox,"Jun 10, 1976",2.16,0.39,2.76,0.57,1.07,0.5,0.45,0.3,154,Lightweight
171,171,Luciano Azevedo,17-9-1,,"6' 3""",161 lbs.,--,Orthodox,"Jun 25, 1981",0.76,0.45,1.97,0.27,2.28,0.11,0.0,0.0,161,Welterweight
172,172,Hunter Azure,9-1-0,,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 02, 1992",4.17,0.52,1.99,0.62,2.52,0.45,0.76,1.4,145,Featherweight
173,173,Niklas Backstrom,NC),,"6' 1""",145 lbs.,--,Orthodox,"Aug 22, 1989",1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2,145,Featherweight
174,174,Seth Baczynski,20-14-0,The Polish Pistola,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,170,Welterweight
175,175,Ryan Bader,23-5-0,Darth,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,205,Lightheavyweight
176,176,Izabela Badurek,6-3-0,,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0,115,Strawweight
177,177,Miguel Baeza,10-0-0,Caramel Thunder,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.64,0.55,3.89,0.5,0.8,0.4,1.0,1.2,170,Welterweight
178,178,Ali Bagautinov,15-6-0,Puncher,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,125,Flyweight
179,179,Mehdi Baghdad,11-5-0,The Sultan,"6' 1""",155 lbs.,--,Orthodox,"Apr 13, 1985",3.13,0.3,4.56,0.46,0.0,0.0,0.33,0.0,155,Lightweight
180,180,Melsik Baghdasaryan,5-1-0,The Gun,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",6.8,0.64,3.8,0.53,0.0,0.0,0.75,0.0,145,Featherweight
181,181,Siyar Bahadurzada,24-8-1,The Great,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984",2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,170,Welterweight
182,182,Ignacio Bahamondes,11-3-0,La Jaula,"6' 3""",170 lbs.,"75""",Orthodox,"Aug 27, 1997",8.78,0.54,2.66,0.67,0.0,0.0,1.0,0.0,170,Welterweight
183,183,Shamar Bailey,16-11-0,,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0,155,Lightweight
184,184,Jordan Bailey,6-3-0,,"5' 9""",145 lbs.,--,,--,1.74,0.4,0.29,0.0,4.35,1.0,0.0,4.3,145,Featherweight
185,185,Scott Baker,1-1-0,,"6' 0""",210 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,Heavyweight
186,186,Bryan Baker,18-5-0,The Beast,"6' 3""",185 lbs.,--,Orthodox,"Oct 13, 1985",1.78,0.52,2.83,0.45,0.44,0.5,0.37,0.9,185,Middleweight
187,187,Oluwale Bamgbose,6-4-0,Holy War Angel,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0,185,Middleweight
188,188,Stephen Banaszak,5-5-0,,"6' 0""",145 lbs.,--,,"Dec 07, 1990",4.2,0.47,1.15,0.66,0.0,0.0,1.0,1.9,145,Featherweight
189,189,Marcin Bandel,15-7-0,Bomba,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0,155,Lightweight
190,190,Humberto Bandenay,NC),,"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5,145,Featherweight
191,191,Tae Hyun Bang,18-10-0,Supernatural,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,155,Lightweight
193,193,Antonio Banuelos,20-11-1,,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4,135,Bantamweight
194,194,Renan Barao,NC),The Baron,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,145,Featherweight
195,195,Junior Barata,9-3-1,,"5' 10""",170 lbs.,--,Orthodox,"Jan 25, 1982",4.03,0.33,8.46,0.34,0.0,0.0,0.0,0.0,170,Welterweight
196,196,Maycee Barber,8-1-0,The Future,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",6.02,0.6,3.15,0.49,0.95,0.3,0.8,0.3,125,Flyweight
197,197,Bryan Barberena,15-7-0,Bam Bam,"6' 0""",170 lbs.,"72""",Southpaw,"May 03, 1989",5.48,0.48,4.7,0.45,0.23,0.28,0.6,0.5,170,Welterweight
198,198,Edson Barboza,21-9-0,Junior,"5' 11""",145 lbs.,"75""",Orthodox,"Jan 21, 1986",3.98,0.43,4.03,0.6,0.44,0.44,0.78,0.1,145,Featherweight
199,199,Raoni Barcelos,16-1-0,,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",5.59,0.52,4.17,0.67,2.23,0.56,0.85,0.7,135,Bantamweight
200,200,Luke Barnatt,13-4-0,The Bigslow,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,185,Middleweight
201,201,James Barnes,7-2-0,,"5' 8""",145 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,Featherweight
202,202,Nick Barnes,11-2-0,,"5' 11""",170 lbs.,--,,--,2.86,0.29,8.93,0.51,5.36,1.0,1.0,5.4,170,Welterweight
203,203,Josh Barnett,35-8-0,The Warmaster,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,250,Heavyweight
205,205,David Baron,17-4-1,,"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",1.17,0.3,2.1,0.56,0.0,0.0,0.14,0.7,155,Lightweight
206,206,Phil Baroni,15-18-0,The New York Bad Ass,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,170,Welterweight
207,207,Dan Barrera,3-1-0,The Fireman,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",0.8,0.7,1.2,0.28,1.0,0.08,0.0,0.0,170,Welterweight
208,208,Carlos Barreto,14-9-0,,"6' 4""",230 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,Heavyweight
209,209,Jose Barreto,0-1-0,,--,185 lbs.,--,Southpaw,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
210,210,Peter Barrett,11-4-0,Slippery,"5' 10""",145 lbs.,"73""",Southpaw,"Aug 10, 1986",4.4,0.63,4.3,0.36,2.0,0.22,0.33,0.0,145,Featherweight
211,211,Marc-Andre Barriault,12-4-0,Powerbar,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",4.25,0.46,4.12,0.57,0.55,0.28,0.69,0.0,185,Middleweight
212,212,David Barrios,4-8-0,,"5' 6""",145 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,Featherweight
213,213,Alexandre Barros,22-11-0,Baixinho,"5' 9""",170 lbs.,--,Southpaw,"Nov 19, 1976",0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0,170,Welterweight
214,214,Ricardo Barros,2-2-0,,"6' 1""",205 lbs.,--,,"Mar 22, 1976",0.0,0.0,8.22,0.31,0.0,0.0,1.0,0.0,205,Lightheavyweight
215,215,Francimar Barroso,NC),Bodao,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,205,Lightheavyweight
216,216,Pat Barry,8-7-0,HD,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,235,Heavyweight
217,217,Dean Barry,3-1-0,The Sniper,--,155 lbs.,--,,"Mar 07, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
218,218,Enrique Barzola,17-5-2,El Fuerte,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,145,Featherweight
219,219,Stephen Bass,11-2-0,Bigfish,"5' 9""",145 lbs.,--,Orthodox,"Nov 14, 1982",4.87,0.52,5.87,0.55,0.0,0.0,0.0,0.0,145,Featherweight
220,220,Sean Bassett,0-4-0,,--,155 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
221,221,Ryan Bastianelli,NC),Relentless,"5' 5""",135 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,Bantamweight
222,222,Shayna Baszler,15-11-0,The Queen of Spades,"5' 7""",135 lbs.,--,Orthodox,"Aug 08, 1980",2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3,135,Bantamweight
223,223,Batgerel Danaa,7-2-0,Storm,"5' 7""",135 lbs.,"70""",Orthodox,"Jul 04, 1989",5.66,0.38,2.61,0.58,0.0,0.0,0.57,0.0,135,Bantamweight
224,224,Michel Batista,NC),,"6' 3""",260 lbs.,--,Orthodox,"Apr 20, 1984",0.0,0.0,4.03,0.4,6.72,0.5,0.0,0.0,260,Heavyweight
225,225,Alan Baudot,8-2-0,The Black Samourai,"6' 3""",243 lbs.,"79""",Orthodox,"Feb 01, 1988",1.89,0.25,10.11,0.36,0.0,0.0,0.0,0.0,243,Heavyweight
226,226,Mario Bautista,8-1-0,,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",6.19,0.45,4.96,0.58,0.6,0.33,0.57,0.0,135,Bantamweight
227,227,Chris Beal,10-5-0,Real Deal,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,125,Flyweight
228,228,Rudy Bears,16-15-0,,"5' 11""",170 lbs.,--,Southpaw,--,1.27,0.29,2.53,0.5,0.0,0.0,0.0,0.0,170,Welterweight
229,229,Salvador Becerra,5-2-0,,"5' 9""",155 lbs.,--,,--,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0,155,Lightweight
230,230,Ariel Beck,4-5-0,,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 16, 1990",4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0,125,Flyweight
231,231,Jeff Bedard,13-3-0,Little Popeye,"5' 6""",145 lbs.,--,Orthodox,"Feb 06, 1970",0.8,0.51,0.0,1.0,3.43,0.66,1.0,2.6,145,Featherweight
232,232,Eric Bedard,6-7-0,Lucky Strikes,"6' 2""",239 lbs.,--,,"Sep 11, 1984",6.37,0.35,8.54,0.52,0.0,0.0,0.0,0.0,239,Heavyweight
233,233,Johnny Bedford,NC),Brutal,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0,135,Bantamweight
234,234,Chase Beebe,24-13-1,,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9,135,Bantamweight
235,235,Lyle Beerbohm,24-3-0,Fancy Pants,"5' 10""",155 lbs.,--,Southpaw,"Feb 05, 1979",1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3,155,Lightweight
236,236,Mirsad Bektic,13-4-0,,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,145,Featherweight
237,237,Diana Belbita,13-6-0,The Warrior Princess,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",5.81,0.39,6.49,0.52,1.69,0.66,0.64,0.0,125,Flyweight
238,238,Alan Belcher,18-8-0,The Talent,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,185,Middleweight
239,239,Vitor Belfort,NC),The Phenom,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,185,Middleweight
240,240,Danilo Belluardo,12-5-0,Caterpillar,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994",1.52,0.61,4.79,0.41,3.5,1.0,0.5,0.0,155,Lightweight
241,241,Joey Beltran,NC),The Mexicutioner,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,185,Middleweight
242,242,Marco Beltran,8-6-0,Psycho,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2,125,Flyweight
243,243,Joseph Benavidez,28-7-0,,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.54,0.34,2.62,0.62,1.48,0.3,0.65,0.6,125,Flyweight
244,244,Mike Bencic,1-2-0,Batman,"6' 0""",215 lbs.,--,Orthodox,--,0.0,0.0,3.32,0.53,0.0,0.0,0.0,0.0,215,Heavyweight
245,245,Dave Beneteau,6-5-1,Dangerous,"6' 2""",250 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,Heavyweight
246,246,Karla Benitez,NC),,"5' 3""",113 lbs.,--,,--,0.0,0.0,2.4,0.57,0.0,0.0,1.0,0.0,113,Strawweight
247,247,Gabriel Benitez,21-9-0,Moggly,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",4.14,0.38,3.16,0.71,0.18,0.5,0.56,1.2,155,Lightweight
248,248,Charles Bennett,30-33-2,Krazy Horse,"5' 8""",155 lbs.,--,Orthodox,"Nov 23, 1979",1.39,0.39,1.35,0.64,2.02,1.0,0.36,2.0,155,Lightweight
249,249,Josh Bennett,11-14-0,,"6' 4""",259 lbs.,--,Orthodox,--,2.9,0.4,5.8,0.43,1.5,1.0,1.0,0.0,259,Heavyweight
250,250,DeAnna Bennett,8-3-1,The Argentine Assassin,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984",3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0,125,Flyweight
251,251,Lance Benoist,7-2-0,,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,170,Welterweight
252,252,Joe Benoit,11-4-0,,"5' 9""",170 lbs.,--,Orthodox,"Mar 12, 1982",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170,Welterweight
253,253,Ryan Benoit,10-7-0,Baby Face,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",2.95,0.41,3.4,0.6,0.33,0.25,0.7,0.5,125,Flyweight
254,254,Pat Benson,3-5-3,,"5' 9""",155 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
255,255,Len Bentley,10-6-0,,"5' 9""",155 lbs.,--,,"Nov 30, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,Lightweight
256,256,Steve Berger,NC),The Red Nosed Pitbull,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973",1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7,170,Welterweight
257,257,Kenneth Bergh,NC),,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989",4.56,0.75,1.27,0.28,0.0,0.0,0.0,0.0,205,Lightheavyweight
258,258,Bret Bergmark,6-1-1,The Angry Hick,"5' 9""",170 lbs.,--,,"Nov 24, 1973",2.78,0.52,2.78,0.37,4.17,1.0,0.5,4.2,170,Welterweight
259,259,Keith Berish,NC),Sha Bang Bang,"6' 0""",205 lbs.,--,Orthodox,"Nov 14, 1985",3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0,205,Lightheavyweight
260,260,Dennis Bermudez,17-9-0,The Menace,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,155,Lightweight
261,261,Manny Bermudez,14-2-0,The Bermudez Triangle,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1,145,Featherweight
262,262,Talita Bernardo,6-4-0,,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5,135,Bantamweight
264,264,Keith Berry,NC),,"6' 1""",185 lbs.,--,,"Oct 25, 1987",0.27,0.12,6.27,0.28,0.0,0.0,0.0,0.0,185,Middleweight
265,265,Dieusel Berto,0-3-0,,"5' 9""",200 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,Lightheavyweight
266,266,Edson Berto,17-12-1,Little Tiger,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983",1.76,0.36,4.62,0.47,5.47,0.4,0.0,2.7,155,Lightweight
267,267,Allen Berube,4-3-0,Monstah Lobstah,"5' 8""",155 lbs.,--,Orthodox,"Aug 25, 1974",0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4,155,Lightweight
268,268,Anton Berzin,5-1-0,The Body Snatcher,"6' 2""",205 lbs.,--,Orthodox,"Sep 29, 1989",4.4,0.46,6.8,0.67,2.0,0.28,0.0,1.0,205,Lightheavyweight
269,269,Scott Bessac,4-6-0,,"6' 4""",245 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,Heavyweight
270,270,Matt Bessette,NC),The Mangler,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3,145,Featherweight
271,271,Khadzhi Bestaev,10-4-0,Best,"6' 6""",185 lbs.,"76""",,"Jul 16, 1988",6.15,0.29,10.0,0.43,0.0,0.0,0.0,0.0,185,Middleweight
272,272,Fernando Bettega,7-5-0,,--,170 lbs.,--,,"Mar 10, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
273,273,Arjan Bhullar,9-1-0,,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0,245,Heavyweight
274,274,KB Bhullar,8-1-0,The Bengal,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",1.18,0.13,10.0,0.37,0.0,0.0,0.0,0.0,185,Middleweight
275,275,Bibulatov Magomed,14-2-0,Chaborz,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0,125,Flyweight
276,276,David Bielkheden,24-12-0,,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0,155,Lightweight
277,277,Jeremiah Billington,11-2-0,,"5' 9""",205 lbs.,--,Orthodox,"Nov 14, 1977",1.6,0.62,7.06,0.35,0.0,0.0,0.5,0.0,205,Lightheavyweight
278,278,Scott Bills,7-9-1,,"5' 10""",170 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Welterweight
279,279,Anthony Birchak,16-7-0,El Toro,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",4.23,0.36,3.06,0.6,0.6,0.16,0.73,0.0,135,Bantamweight
280,280,Chris Birchler,7-4-0,The Big Buck,"6' 3""",205 lbs.,--,Switch,"Jun 05, 1987",9.35,0.46,14.83,0.35,0.0,0.0,0.0,0.0,205,Lightheavyweight
281,281,Michael Bisping,30-9-0,The Count,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,185,Middleweight
282,282,Amaury Bitetti,5-2-0,,"5' 9""",185 lbs.,--,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,Middleweight
283,283,Simon Biyong,7-1-0,,--,205 lbs.,--,,"Apr 05, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,Lightheavyweight
284,284,Jan Blachowicz,27-8-0,,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.49,0.48,2.74,0.54,1.1,0.52,0.65,0.2,205,Lightheavyweight
285,285,Jason Black,23-4-1,The Black Legion,"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972",1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2,155,Lightweight
286,286,Brad Blackburn,NC),Bad Brad,"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977",4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,170,Welterweight
288,288,Tom Blackledge,10-7-0,,--,205 lbs.,--,Orthodox,--,2.91,0.61,2.55,0.46,0.0,0.0,0.75,0.0,205,Lightheavyweight
289,289,Sherrard Blackledge,5-1-0,The Thriller,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993",3.7,0.49,3.13,0.55,4.0,0.33,0.42,0.0,155,Lightweight
290,290,Maximo Blanco,NC),Maxi,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,145,Featherweight
291,291,David Blanco,2-0-0,,"5' 7""",145 lbs.,--,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,Featherweight
292,292,Curtis Blaydes,NC),Razor,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",3.55,0.53,1.73,0.57,6.98,0.55,0.33,0.0,265,Heavyweight
293,293,Arlene Blencowe,9-6-0,Angerfist,"5' 5""",145 lbs.,--,,"Apr 11, 1983",2.31,0.43,2.1,0.43,0.0,0.0,0.55,0.6,145,Featherweight
294,294,Byron Bloodworth,6-3-0,,"5' 8""",135 lbs.,--,Orthodox,"Aug 16, 1983",1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0,135,Bantamweight
295,295,Dashawn Boatwright,3-1-0,"Buck, the 400-pound Silverback","6' 0""",205 lbs.,--,Orthodox,"Feb 29, 1988",0.0,0.0,52.5,0.12,0.0,0.0,0.0,0.0,205,Lightheavyweight
296,296,Dan Bobish,17-9-0,,"6' 2""",345 lbs.,--,Southpaw,"Jan 26, 1970",2.06,0.44,1.74,0.34,2.44,0.42,0.0,1.6,345,Heavyweight
297,297,Mark Bocek,12-5-0,,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,155,Lightweight
298,298,Kyle Bochniak,8-5-0,Killer B,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0,145,Featherweight
299,299,James Bochnovic,8-3-0,,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0,205,Lightheavyweight
301,301,Tim Boetsch,21-13-0,The Barbarian,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,185,Middleweight
