,Name,Record,Nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
174,Seth Baczynski,20-14-0,The Polish Pistola,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",3.08,31%,3.14,51%,0.89,16%,48%,0.8
175,Ryan Bader,23-5-0,Darth,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2.82,43%,1.39,71%,3.37,44%,80%,0.4
176,Izabela Badurek,6-3-0,,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,71%,4.9,32%,1.75,12%,100%,0.0
177,Miguel Baeza,10-0-0,Caramel Thunder,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.64,55%,3.89,50%,0.8,40%,100%,1.2
178,Ali Bagautinov,15-6-0,Puncher,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",2.85,42%,3.09,52%,2.51,36%,65%,0.3
179,Mehdi Baghdad,11-5-0,The Sultan,"6' 1""",155 lbs.,--,Orthodox,"Apr 13, 1985",3.13,30%,4.56,46%,0.0,0%,33%,0.0
180,Melsik Baghdasaryan,5-1-0,The Gun,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",6.8,64%,3.8,53%,0.0,0%,75%,0.0
181,Siyar Bahadurzada,24-8-1,The Great,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984",2.91,40%,3.23,49%,1.32,61%,62%,0.3
182,Ignacio Bahamondes,11-3-0,La Jaula,"6' 3""",170 lbs.,"75""",Orthodox,"Aug 27, 1997",8.78,54%,2.66,67%,0.0,0%,100%,0.0
183,Shamar Bailey,16-11-0,,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",1.56,20%,3.91,69%,1.5,33%,37%,0.0
184,Jordan Bailey,6-3-0,,"5' 9""",145 lbs.,--,,--,1.74,40%,0.29,0%,4.35,100%,0%,4.3
185,Scott Baker,1-1-0,,"6' 0""",210 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
186,Bryan Baker,18-5-0,The Beast,"6' 3""",185 lbs.,--,Orthodox,"Oct 13, 1985",1.78,52%,2.83,45%,0.44,50%,37%,0.9
187,Oluwale Bamgbose,6-4-0,Holy War Angel,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,48%,2.7,55%,0.94,33%,37%,0.0
188,Stephen Banaszak,5-5-0,,"6' 0""",145 lbs.,--,,"Dec 07, 1990",4.2,47%,1.15,66%,0.0,0%,100%,1.9
189,Marcin Bandel,15-7-0,Bomba,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",0.79,50%,5.26,23%,0.0,0%,0%,0.0
190,Humberto Bandenay,NC),,"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",2.22,41%,4.79,41%,2.9,46%,62%,0.5
191,Tae Hyun Bang,18-10-0,Supernatural,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",2.72,38%,2.07,66%,0.49,33%,57%,0.5
192,Yohan Banks,2-1-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
193,Antonio Banuelos,20-11-1,,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",2.69,33%,3.15,58%,1.62,62%,86%,0.4
194,Renan Barao,NC),The Baron,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36%,3.9,57%,1.49,41%,91%,0.5
195,Junior Barata,9-3-1,,"5' 10""",170 lbs.,--,Orthodox,"Jan 25, 1982",4.03,33%,8.46,34%,0.0,0%,0%,0.0
196,Maycee Barber,8-1-0,The Future,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",6.02,60%,3.15,49%,0.95,30%,80%,0.3
197,Bryan Barberena,15-7-0,Bam Bam,"6' 0""",170 lbs.,"72""",Southpaw,"May 03, 1989",5.48,48%,4.7,45%,0.23,28%,60%,0.5
198,Edson Barboza,21-9-0,Junior,"5' 11""",145 lbs.,"75""",Orthodox,"Jan 21, 1986",3.98,43%,4.03,60%,0.44,44%,78%,0.1
199,Raoni Barcelos,16-1-0,,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",5.59,52%,4.17,67%,2.23,56%,85%,0.7
200,Luke Barnatt,13-4-0,The Bigslow,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",4.43,36%,3.87,59%,0.63,42%,63%,0.4
201,James Barnes,7-2-0,,"5' 8""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
202,Nick Barnes,11-2-0,,"5' 11""",170 lbs.,--,,--,2.86,29%,8.93,51%,5.36,100%,100%,5.4
203,Josh Barnett,35-8-0,The Warmaster,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",3.2,50%,2.11,57%,1.26,55%,55%,1.4
204,Chris Barnhizer,2-3-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
205,David Baron,17-4-1,,"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",1.17,30%,2.1,56%,0.0,0%,14%,0.7
206,Phil Baroni,15-18-0,The New York Bad Ass,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5
207,Dan Barrera,3-1-0,The Fireman,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",0.8,70%,1.2,28%,1.0,8%,0%,0.0
208,Carlos Barreto,14-9-0,,"6' 4""",230 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
209,Jose Barreto,0-1-0,,--,185 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
210,Peter Barrett,11-5-0,Slippery,"5' 10""",145 lbs.,"73""",Southpaw,"Aug 10, 1986",4.18,61%,4.32,42%,1.39,22%,66%,0.0
211,Marc-Andre Barriault,NC),Powerbar,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",4.25,46%,4.12,57%,0.55,28%,69%,0.0
212,David Barrios,4-8-0,,"5' 6""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
213,Alexandre Barros,22-11-0,Baixinho,"5' 9""",170 lbs.,--,Southpaw,"Nov 19, 1976",0.98,40%,4.05,36%,1.84,50%,100%,0.0
214,Ricardo Barros,2-2-0,,"6' 1""",205 lbs.,--,,"Mar 22, 1976",0.0,0%,8.22,31%,0.0,0%,100%,0.0
215,Francimar Barroso,NC),Bodao,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",2.77,52%,3.07,59%,2.22,24%,83%,0.0
216,Pat Barry,8-7-0,HD,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",2.72,52%,3.54,59%,0.0,0%,76%,0.2
217,Dean Barry,3-1-0,The Sniper,--,155 lbs.,--,,"Mar 07, 1992",0.0,0%,0.0,0%,0.0,0%,0%,0.0
218,Enrique Barzola,17-5-2,El Fuerte,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",3.91,41%,2.97,68%,4.2,45%,66%,0.3
219,Stephen Bass,11-2-0,Bigfish,"5' 9""",145 lbs.,--,Orthodox,"Nov 14, 1982",4.87,52%,5.87,55%,0.0,0%,0%,0.0
220,Sean Bassett,0-4-0,,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
221,Ryan Bastianelli,NC),Relentless,"5' 5""",135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
222,Shayna Baszler,15-11-0,The Queen of Spades,"5' 7""",135 lbs.,--,Orthodox,"Aug 08, 1980",2.49,30%,6.36,51%,0.67,18%,44%,1.3
223,Batgerel Danaa,7-2-0,Storm,"5' 7""",135 lbs.,"70""",Orthodox,"Jul 04, 1989",5.66,38%,2.61,58%,0.0,0%,57%,0.0
224,Michel Batista,NC),,"6' 3""",260 lbs.,--,Orthodox,"Apr 20, 1984",0.0,0%,4.03,40%,6.72,50%,0%,0.0
225,Alan Baudot,8-2-0,The Black Samourai,"6' 3""",243 lbs.,"79""",Orthodox,"Feb 01, 1988",1.89,25%,10.11,36%,0.0,0%,0%,0.0
226,Mario Bautista,8-1-0,,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",6.19,45%,4.96,58%,0.6,33%,57%,0.0
227,Chris Beal,10-5-0,Real Deal,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",3.45,35%,3.18,61%,1.6,58%,78%,0.2
228,Rudy Bears,16-15-0,,"5' 11""",170 lbs.,--,Southpaw,--,1.27,29%,2.53,50%,0.0,0%,0%,0.0
229,Salvador Becerra,5-2-0,,"5' 9""",155 lbs.,--,,--,4.57,31%,3.83,58%,0.0,0%,66%,0.0
230,Ariel Beck,4-5-0,,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 16, 1990",4.44,34%,4.31,64%,0.0,0%,0%,0.0
231,Jeff Bedard,13-3-0,Little Popeye,"5' 6""",145 lbs.,--,Orthodox,"Feb 06, 1970",0.8,51%,0.0,100%,3.43,66%,100%,2.6
232,Eric Bedard,6-7-0,Lucky Strikes,"6' 2""",239 lbs.,--,,"Sep 11, 1984",6.37,35%,8.54,52%,0.0,0%,0%,0.0
233,Johnny Bedford,NC),Brutal,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",4.53,50%,1.75,63%,1.83,62%,62%,0.0
234,Chase Beebe,24-13-1,,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",2.17,38%,1.64,69%,2.49,42%,41%,0.9
235,Lyle Beerbohm,24-3-0,Fancy Pants,"5' 10""",155 lbs.,--,Southpaw,"Feb 05, 1979",1.98,55%,1.61,54%,2.1,23%,64%,0.3
236,Mirsad Bektic,13-4-0,,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2.43,41%,1.8,57%,3.98,52%,92%,0.4
237,Diana Belbita,13-6-0,The Warrior Princess,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",5.81,39%,6.49,52%,1.69,66%,64%,0.0
238,Alan Belcher,18-8-0,The Talent,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",2.7,41%,3.1,59%,0.44,26%,55%,0.9
239,Vitor Belfort,NC),The Phenom,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,46%,2.83,50%,1.02,60%,53%,0.6
240,Danilo Belluardo,12-5-0,Caterpillar,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994",1.52,61%,4.79,41%,3.5,100%,50%,0.0
241,Joey Beltran,NC),The Mexicutioner,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",4.92,36%,5.27,54%,0.48,18%,75%,0.0
242,Marco Beltran,8-6-0,Psycho,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",2.07,37%,1.93,63%,0.7,50%,46%,0.2
243,Joseph Benavidez,28-7-0,,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.54,34%,2.62,62%,1.48,30%,65%,0.6
244,Mike Bencic,1-2-0,Batman,"6' 0""",215 lbs.,--,Orthodox,--,0.0,0%,3.32,53%,0.0,0%,0%,0.0
245,Dave Beneteau,6-5-1,Dangerous,"6' 2""",250 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
246,Karla Benitez,NC),,"5' 3""",113 lbs.,--,,--,0.0,0%,2.4,57%,0.0,0%,100%,0.0
247,Gabriel Benitez,22-9-0,Moggly,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",4.38,38%,3.26,70%,0.17,50%,56%,1.2
248,Charles Bennett,30-33-2,Krazy Horse,"5' 8""",155 lbs.,--,Orthodox,"Nov 23, 1979",1.39,39%,1.35,64%,2.02,100%,36%,2.0
249,Josh Bennett,11-14-0,,"6' 4""",259 lbs.,--,Orthodox,--,2.9,40%,5.8,43%,1.5,100%,100%,0.0
250,DeAnna Bennett,8-3-1,The Argentine Assassin,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984",3.13,58%,3.27,58%,0.0,0%,0%,1.0
251,Lance Benoist,7-2-0,,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",3.68,51%,2.7,56%,1.5,33%,61%,0.0
252,Joe Benoit,11-4-0,,"5' 9""",170 lbs.,--,Orthodox,"Mar 12, 1982",0.0,0%,0.0,100%,0.0,0%,0%,0.0
253,Ryan Benoit,10-7-0,Baby Face,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",2.95,41%,3.4,60%,0.33,25%,70%,0.5
254,Pat Benson,3-5-3,,"5' 9""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
255,Len Bentley,10-6-0,,"5' 9""",155 lbs.,--,,"Nov 30, 1982",0.0,0%,0.0,0%,0.0,0%,0%,0.0
256,Steve Berger,NC),The Red Nosed Pitbull,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973",1.0,27%,3.26,36%,0.84,40%,16%,1.7
257,Kenneth Bergh,NC),,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989",4.56,75%,1.27,28%,0.0,0%,0%,0.0
258,Bret Bergmark,6-1-1,The Angry Hick,"5' 9""",170 lbs.,--,,"Nov 24, 1973",2.78,52%,2.78,37%,4.17,100%,50%,4.2
259,Keith Berish,NC),Sha Bang Bang,"6' 0""",205 lbs.,--,Orthodox,"Nov 14, 1985",3.58,36%,4.81,62%,1.76,40%,0%,0.0
260,Dennis Bermudez,17-9-0,The Menace,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",4.42,46%,3.07,59%,3.89,40%,82%,1.1
261,Manny Bermudez,14-2-0,The Bermudez Triangle,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",2.92,61%,2.68,46%,3.06,54%,0%,3.1
262,Talita Bernardo,6-4-0,,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",3.12,42%,4.04,55%,1.62,22%,28%,0.5
263,Dave Berry,0-1-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
264,Keith Berry,NC),,"6' 1""",185 lbs.,--,,"Oct 25, 1987",0.27,12%,6.27,28%,0.0,0%,0%,0.0
265,Dieusel Berto,0-3-0,,"5' 9""",200 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
266,Edson Berto,17-12-1,Little Tiger,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983",1.76,36%,4.62,47%,5.47,40%,0%,2.7
267,Allen Berube,4-3-0,Monstah Lobstah,"5' 8""",155 lbs.,--,Orthodox,"Aug 25, 1974",0.92,80%,0.92,33%,6.87,100%,0%,3.4
268,Anton Berzin,5-1-0,The Body Snatcher,"6' 2""",205 lbs.,--,Orthodox,"Sep 29, 1989",4.4,46%,6.8,67%,2.0,28%,0%,1.0
269,Scott Bessac,4-6-0,,"6' 4""",245 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
270,Matt Bessette,NC),The Mangler,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",4.36,41%,4.45,58%,0.64,28%,61%,0.3
271,Khadzhi Bestaev,10-4-0,Best,"6' 6""",185 lbs.,"76""",,"Jul 16, 1988",6.15,29%,10.0,43%,0.0,0%,0%,0.0
272,Fernando Bettega,7-5-0,,--,170 lbs.,--,,"Mar 10, 1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0
273,Arjan Bhullar,9-1-0,,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",2.33,56%,3.25,59%,1.73,75%,100%,0.0
274,KB Bhullar,8-1-0,The Bengal,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",1.18,13%,10.0,37%,0.0,0%,0%,0.0
275,Bibulatov Magomed,14-2-0,Chaborz,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",3.6,51%,1.83,52%,2.85,40%,75%,0.0
276,David Bielkheden,24-12-0,,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",1.11,57%,1.64,54%,2.65,63%,14%,0.0
277,Jeremiah Billington,11-2-0,,"5' 9""",205 lbs.,--,Orthodox,"Nov 14, 1977",1.6,62%,7.06,35%,0.0,0%,50%,0.0
278,Scott Bills,7-9-1,,"5' 10""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
279,Anthony Birchak,16-7-0,El Toro,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",4.23,36%,3.06,60%,0.6,16%,73%,0.0
280,Chris Birchler,7-4-0,The Big Buck,"6' 3""",205 lbs.,--,Switch,"Jun 05, 1987",9.35,46%,14.83,35%,0.0,0%,0%,0.0
281,Michael Bisping,30-9-0,The Count,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3
282,Amaury Bitetti,5-2-0,,"5' 9""",185 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
283,Simon Biyong,7-1-0,,--,205 lbs.,--,,"Apr 05, 1991",0.0,0%,0.0,0%,0.0,0%,0%,0.0
284,Jan Blachowicz,27-8-0,,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.49,48%,2.74,54%,1.1,52%,65%,0.2
285,Jason Black,23-4-1,The Black Legion,"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972",1.06,47%,2.6,45%,0.48,33%,28%,6.2
286,Brad Blackburn,NC),Bad Brad,"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977",4.55,35%,3.59,65%,0.93,50%,76%,0.7
287,Jason Blackford,3-3-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
288,Tom Blackledge,10-7-0,,--,205 lbs.,--,Orthodox,--,2.91,61%,2.55,46%,0.0,0%,75%,0.0
289,Sherrard Blackledge,5-1-0,The Thriller,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993",3.7,49%,3.13,55%,4.0,33%,42%,0.0
290,Maximo Blanco,NC),Maxi,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",4.11,44%,3.19,66%,1.85,36%,63%,0.3
291,David Blanco,2-0-0,,"5' 7""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
292,Curtis Blaydes,NC),Razor,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",3.55,53%,1.73,57%,6.98,55%,33%,0.0
293,Arlene Blencowe,9-6-0,Angerfist,"5' 5""",145 lbs.,--,,"Apr 11, 1983",2.31,43%,2.1,43%,0.0,0%,55%,0.6
294,Byron Bloodworth,6-3-0,,"5' 8""",135 lbs.,--,Orthodox,"Aug 16, 1983",1.82,28%,5.18,50%,0.0,0%,0%,0.0
295,Dashawn Boatwright,3-1-0,"Buck, the 400-pound Silverback","6' 0""",205 lbs.,--,Orthodox,"Feb 29, 1988",0.0,0%,52.5,12%,0.0,0%,0%,0.0
296,Dan Bobish,17-9-0,,"6' 2""",345 lbs.,--,Southpaw,"Jan 26, 1970",2.06,44%,1.74,34%,2.44,42%,0%,1.6
297,Mark Bocek,12-5-0,,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",2.34,43%,2.32,60%,3.65,36%,31%,1.3
298,Kyle Bochniak,8-5-0,Killer B,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",2.63,31%,5.11,58%,1.14,15%,62%,0.0
299,James Bochnovic,8-3-0,,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",0.65,26%,3.64,21%,0.0,0%,0%,0.0
300,Jeremy Boczulak,0-2-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
301,Tim Boetsch,21-13-0,The Barbarian,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",2.93,50%,2.9,57%,1.45,34%,59%,0.8
302,Galore Bofando,5-3-0,,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982",3.63,45%,3.63,54%,2.37,100%,50%,0.0
303,Jay Bogan,6-6-0,,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
304,Roman Bogatov,10-1-0,,"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990",3.33,42%,4.4,44%,1.0,9%,50%,0.0
305,Derek Bohi,8-5-0,Marshmallow,"6' 4""",260 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
306,Jerry Bohlander,11-4-0,,"5' 11""",199 lbs.,--,Orthodox,"Feb 12, 1974",0.0,0%,0.0,0%,0.0,0%,0%,0.0
307,Kotetsu Boku,25-11-2,,"5' 9""",154 lbs.,--,Orthodox,"May 27, 1977",2.47,42%,2.8,53%,0.0,0%,0%,0.0
308,Kyle Bolt,8-4-0,,"6' 2""",185 lbs.,--,,--,7.27,52%,7.27,45%,0.0,0%,0%,0.0
309,Luc Bondole,5-2-2,,"6' 2""",205 lbs.,--,,--,3.35,51%,2.04,62%,0.0,0%,0%,1.8
310,Tony Bonello,NC),The Gun,"6' 2""",185 lbs.,--,,--,0.62,33%,12.62,10%,0.0,0%,0%,0.0
311,Jesse Bongfeldt,16-5-1,Water,"6' 0""",185 lbs.,--,Orthodox,"Aug 28, 1980",2.91,62%,1.01,50%,1.51,33%,33%,0.0
312,Marcos Bonilla,4-4-0,Murder Marx,"5' 10""",145 lbs.,--,,--,0.47,12%,0.47,94%,0.0,0%,0%,0.0
313,Stephan Bonnar,15-9-0,The American Psycho,"6' 4""",205 lbs.,"79""",Orthodox,"Apr 04, 1977",2.76,38%,3.01,52%,1.32,40%,60%,1.0
314,Rogerio Bontorin,NC),,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992",2.3,52%,3.17,38%,1.76,35%,51%,1.1
315,Ray Borg,13-5-0,The Tazmexican Devil,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993",1.52,52%,1.93,48%,3.89,50%,46%,1.0
316,Igor Borisov,1-1-0,,"6' 0""",235 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
317,Calen Born,7-1-0,,"5' 8""",170 lbs.,"72""",Switch,"May 24, 1988",0.0,0%,0.0,0%,0.0,0%,0%,0.0
318,Tanner Boser,19-7-1,The Bulldozer,"6' 2""",255 lbs.,"75""",Orthodox,"Aug 02, 1991",4.54,55%,2.7,63%,0.0,0%,100%,0.0
319,Steve Bosse,12-2-0,The Boss,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981",5.99,52%,5.38,50%,0.92,33%,100%,0.0
320,Marcus Bossett,1-3-0,The Grasshopper,"6' 1""",215 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
321,Chris Bostick,6-3-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
322,Poliana Botelho,8-3-0,,"5' 8""",115 lbs.,"67""",Orthodox,"Dec 15, 1988",3.0,56%,3.08,50%,0.89,100%,80%,0.0
323,Francois Botha,0-1-0,White Buffalo,"6' 2""",260 lbs.,--,Orthodox,"Sep 28, 1968",0.0,0%,1.05,77%,0.0,0%,0%,0.0
324,Gregory Bouchelaghem,5-4-0,,"6' 2""",183 lbs.,--,Switch,--,0.27,21%,1.53,36%,0.0,0%,50%,0.0
325,Roy Boughton,14-8-0,Black Dynamite,"6' 0""",205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
326,Rich Bouphanouvong,1-4-0,,"5' 7""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
327,Mike Bourke,NC),The Rhino,"6' 0""",275 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
328,Jess Bouscal,3-2-0,,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
329,Tai Bowden,1-1-0,,"5' 11""",230 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
330,Melton Bowen,0-1-0,The Punisher,"6' 0""",225 lbs.,--,Orthodox,"Jul 16, 1969",0.0,0%,0.0,0%,0.0,0%,0%,0.0
331,Kyron Bowen,9-5-0,Bullseye,"6' 3""",185 lbs.,"73""",Orthodox,"Dec 22, 1993",2.73,57%,2.05,40%,0.0,0%,0%,0.0
332,Brian Bowles,10-3-0,,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 22, 1980",2.36,26%,2.98,64%,1.39,70%,54%,1.4
333,Roger Bowling,NC),Relentless,"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982",3.9,47%,3.86,51%,3.09,43%,27%,0.9
334,Blake Bowman,2-6-0,,"6' 2""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
335,Ashe Bowman,9-11-0,The Archer,"5' 9""",155 lbs.,--,,"Nov 17, 1976",2.43,42%,4.86,57%,0.0,0%,0%,0.0
336,Colley  Bradford,0-1-0,,"5' 7""",145 lbs.,--,,--,0.43,25%,1.73,50%,19.42,50%,100%,0.0
337,Kyle Bradley,NC),,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982",1.99,40%,3.45,58%,0.65,50%,40%,0.0
338,Paul Bradley,NC),The Gentleman,"5' 9""",170 lbs.,--,Orthodox,"Jun 13, 1983",2.26,32%,4.13,56%,1.12,16%,100%,0.0
339,Sean Brady,13-0-0,,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",5.44,55%,4.35,61%,3.26,57%,100%,1.2
340,Ebenezer Fontes Braga,13-7-2,Pitbull,"6' 0""",199 lbs.,--,Orthodox,"Apr 14, 1969",2.42,50%,0.42,71%,0.0,0%,90%,0.6
341,Ramiz Brahimaj,8-3-0,,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 17, 1992",3.73,36%,6.14,55%,0.0,0%,100%,0.0
342,Joe Brammer,7-3-1,The South Side Strangler,"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983",2.15,31%,2.8,56%,0.81,50%,50%,0.0
343,David Branch,22-6-0,,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981",1.66,39%,1.91,56%,2.55,32%,43%,0.0
344,Diego Brandao,22-11-0,DB,"5' 7""",145 lbs.,"64""",Orthodox,"May 27, 1987",2.94,47%,3.38,62%,3.21,68%,80%,0.6
345,Michael Bravo,7-4-0,,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
346,Martin Bravo,11-3-0,El Toro,"5' 8""",145 lbs.,"71""",Southpaw,"Sep 21, 1993",7.66,39%,5.72,51%,2.6,35%,85%,0.0
347,Mike Breeden,8-3-0,Money,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 21, 1989",4.0,34%,5.87,47%,0.0,0%,77%,0.0
348,Tom Breese,12-2-0,,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",3.77,51%,2.68,63%,0.0,0%,75%,0.3
349,Chris Brennan,21-13-1,The Westside Strangler,"5' 8""",170 lbs.,--,Orthodox,"Oct 12, 1971",0.6,40%,0.97,50%,0.0,0%,25%,2.1
350,Charlie Brenneman,19-8-0,The Spaniard,"5' 10""",155 lbs.,"70""",Orthodox,"Feb 09, 1981",1.52,56%,1.55,46%,4.23,42%,72%,0.0
351,Robert Breslin,3-9-0,The Bullet,"5' 11""",155 lbs.,--,,--,2.21,46%,3.5,66%,1.38,100%,50%,0.0
